task_name,source,category,preferred_interfaces,required_information_type,likely_failure_under_fixed_action_space,notes
mine_block:potted_dead_bush,CrossAgent/STRL/data_processor/task_suc_rate.json,mining,visual_grounding_or_mask_action;low_level_control;mid_level_skill_action,visual_target_localization;low_level_reactive_control,language_only_target_ambiguous,"Mining needs target localization, tool validity, and low-level interaction with the block."
mine_block:potted_oxeye_daisy,CrossAgent/STRL/data_processor/task_suc_rate.json,mining,visual_grounding_or_mask_action;low_level_control;mid_level_skill_action,visual_target_localization;low_level_reactive_control,language_only_target_ambiguous,"Mining needs target localization, tool validity, and low-level interaction with the block."
mine_block:potted_red_mushroom,CrossAgent/STRL/data_processor/task_suc_rate.json,mining,visual_grounding_or_mask_action;low_level_control;mid_level_skill_action,visual_target_localization;low_level_reactive_control,language_only_target_ambiguous,"Mining needs target localization, tool validity, and low-level interaction with the block."
mine_block:powered_rail,CrossAgent/STRL/data_processor/task_suc_rate.json,mining,visual_grounding_or_mask_action;low_level_control;mid_level_skill_action,visual_target_localization;low_level_reactive_control,language_only_target_ambiguous,"Mining needs target localization, tool validity, and low-level interaction with the block."
mine_block:prismarine,CrossAgent/STRL/data_processor/task_suc_rate.json,mining,visual_grounding_or_mask_action;low_level_control;mid_level_skill_action,visual_target_localization;low_level_reactive_control,language_only_target_ambiguous,"Mining needs target localization, tool validity, and low-level interaction with the block."
mine_block:prismarine_bricks,CrossAgent/STRL/data_processor/task_suc_rate.json,mining,visual_grounding_or_mask_action;low_level_control;mid_level_skill_action,visual_target_localization;low_level_reactive_control,language_only_target_ambiguous,"Mining needs target localization, tool validity, and low-level interaction with the block."
mine_block:pumpkin,CrossAgent/STRL/data_processor/task_suc_rate.json,mining,visual_grounding_or_mask_action;low_level_control;mid_level_skill_action,visual_target_localization;low_level_reactive_control,language_only_target_ambiguous,"Mining needs target localization, tool validity, and low-level interaction with the block."
mine_block:pumpkin_stem,CrossAgent/STRL/data_processor/task_suc_rate.json,mining,visual_grounding_or_mask_action;low_level_control;mid_level_skill_action,visual_target_localization;low_level_reactive_control,language_only_target_ambiguous,"Mining needs target localization, tool validity, and low-level interaction with the block."
mine_block:purple_banner,CrossAgent/STRL/data_processor/task_suc_rate.json,mining,visual_grounding_or_mask_action;low_level_control;mid_level_skill_action,visual_target_localization;low_level_reactive_control,language_only_target_ambiguous,"Mining needs target localization, tool validity, and low-level interaction with the block."
mine_block:purple_bed,CrossAgent/STRL/data_processor/task_suc_rate.json,building_or_shelter,high_level_planning;memory_or_prerequisite_reasoning;mid_level_skill_action;visual_grounding_or_mask_action;low_level_control;dynamic_action_space_switching,long_horizon_planning;inventory_or_tool_state;visual_target_localization;low_level_reactive_control,mid_level_skill_missing_parameter,"Building/shelter tasks require layout planning, material state, placement geometry, and local control."
mine_block:purple_carpet,CrossAgent/STRL/data_processor/task_suc_rate.json,mining,visual_grounding_or_mask_action;low_level_control;mid_level_skill_action,visual_target_localization;low_level_reactive_control,language_only_target_ambiguous,"Mining needs target localization, tool validity, and low-level interaction with the block."
mine_block:purple_wall_banner,CrossAgent/STRL/data_processor/task_suc_rate.json,building_or_shelter,high_level_planning;memory_or_prerequisite_reasoning;mid_level_skill_action;visual_grounding_or_mask_action;low_level_control;dynamic_action_space_switching,long_horizon_planning;inventory_or_tool_state;visual_target_localization;low_level_reactive_control,mid_level_skill_missing_parameter,"Building/shelter tasks require layout planning, material state, placement geometry, and local control."
mine_block:purpur_block,CrossAgent/STRL/data_processor/task_suc_rate.json,mining,visual_grounding_or_mask_action;low_level_control;mid_level_skill_action,visual_target_localization;low_level_reactive_control,language_only_target_ambiguous,"Mining needs target localization, tool validity, and low-level interaction with the block."
mine_block:purpur_pillar,CrossAgent/STRL/data_processor/task_suc_rate.json,mining,visual_grounding_or_mask_action;low_level_control;mid_level_skill_action,visual_target_localization;low_level_reactive_control,language_only_target_ambiguous,"Mining needs target localization, tool validity, and low-level interaction with the block."
mine_block:purpur_slab,CrossAgent/STRL/data_processor/task_suc_rate.json,building_or_shelter,high_level_planning;memory_or_prerequisite_reasoning;mid_level_skill_action;visual_grounding_or_mask_action;low_level_control;dynamic_action_space_switching,long_horizon_planning;inventory_or_tool_state;visual_target_localization;low_level_reactive_control,mid_level_skill_missing_parameter,"Building/shelter tasks require layout planning, material state, placement geometry, and local control."
mine_block:purpur_stairs,CrossAgent/STRL/data_processor/task_suc_rate.json,building_or_shelter,high_level_planning;memory_or_prerequisite_reasoning;mid_level_skill_action;visual_grounding_or_mask_action;low_level_control;dynamic_action_space_switching,long_horizon_planning;inventory_or_tool_state;visual_target_localization;low_level_reactive_control,mid_level_skill_missing_parameter,"Building/shelter tasks require layout planning, material state, placement geometry, and local control."
mine_block:quartz_block,CrossAgent/STRL/data_processor/task_suc_rate.json,mining,visual_grounding_or_mask_action;low_level_control;mid_level_skill_action,visual_target_localization;low_level_reactive_control,language_only_target_ambiguous,"Mining needs target localization, tool validity, and low-level interaction with the block."
mine_block:quartz_pillar,CrossAgent/STRL/data_processor/task_suc_rate.json,mining,visual_grounding_or_mask_action;low_level_control;mid_level_skill_action,visual_target_localization;low_level_reactive_control,language_only_target_ambiguous,"Mining needs target localization, tool validity, and low-level interaction with the block."
mine_block:quartz_slab,CrossAgent/STRL/data_processor/task_suc_rate.json,building_or_shelter,high_level_planning;memory_or_prerequisite_reasoning;mid_level_skill_action;visual_grounding_or_mask_action;low_level_control;dynamic_action_space_switching,long_horizon_planning;inventory_or_tool_state;visual_target_localization;low_level_reactive_control,mid_level_skill_missing_parameter,"Building/shelter tasks require layout planning, material state, placement geometry, and local control."
mine_block:quartz_stairs,CrossAgent/STRL/data_processor/task_suc_rate.json,building_or_shelter,high_level_planning;memory_or_prerequisite_reasoning;mid_level_skill_action;visual_grounding_or_mask_action;low_level_control;dynamic_action_space_switching,long_horizon_planning;inventory_or_tool_state;visual_target_localization;low_level_reactive_control,mid_level_skill_missing_parameter,"Building/shelter tasks require layout planning, material state, placement geometry, and local control."
mine_block:rail,CrossAgent/STRL/data_processor/task_suc_rate.json,mining,visual_grounding_or_mask_action;low_level_control;mid_level_skill_action,visual_target_localization;low_level_reactive_control,language_only_target_ambiguous,"Mining needs target localization, tool validity, and low-level interaction with the block."
mine_block:red_bed,CrossAgent/STRL/data_processor/task_suc_rate.json,building_or_shelter,high_level_planning;memory_or_prerequisite_reasoning;mid_level_skill_action;visual_grounding_or_mask_action;low_level_control;dynamic_action_space_switching,long_horizon_planning;inventory_or_tool_state;visual_target_localization;low_level_reactive_control,mid_level_skill_missing_parameter,"Building/shelter tasks require layout planning, material state, placement geometry, and local control."
mine_block:red_carpet,CrossAgent/STRL/data_processor/task_suc_rate.json,mining,visual_grounding_or_mask_action;low_level_control;mid_level_skill_action,visual_target_localization;low_level_reactive_control,language_only_target_ambiguous,"Mining needs target localization, tool validity, and low-level interaction with the block."
mine_block:red_concrete,CrossAgent/STRL/data_processor/task_suc_rate.json,mining,visual_grounding_or_mask_action;low_level_control;mid_level_skill_action,visual_target_localization;low_level_reactive_control,language_only_target_ambiguous,"Mining needs target localization, tool validity, and low-level interaction with the block."
mine_block:red_concrete_powder,CrossAgent/STRL/data_processor/task_suc_rate.json,mining,visual_grounding_or_mask_action;low_level_control;mid_level_skill_action,visual_target_localization;low_level_reactive_control,language_only_target_ambiguous,"Mining needs target localization, tool validity, and low-level interaction with the block."
mine_block:red_glazed_terracotta,CrossAgent/STRL/data_processor/task_suc_rate.json,mining,visual_grounding_or_mask_action;low_level_control;mid_level_skill_action,visual_target_localization;low_level_reactive_control,language_only_target_ambiguous,"Mining needs target localization, tool validity, and low-level interaction with the block."
mine_block:red_mushroom,CrossAgent/STRL/data_processor/task_suc_rate.json,mining,visual_grounding_or_mask_action;low_level_control;mid_level_skill_action,visual_target_localization;low_level_reactive_control,language_only_target_ambiguous,"Mining needs target localization, tool validity, and low-level interaction with the block."
mine_block:red_mushroom_block,CrossAgent/STRL/data_processor/task_suc_rate.json,mining,visual_grounding_or_mask_action;low_level_control;mid_level_skill_action,visual_target_localization;low_level_reactive_control,language_only_target_ambiguous,"Mining needs target localization, tool validity, and low-level interaction with the block."
mine_block:red_sand,CrossAgent/STRL/data_processor/task_suc_rate.json,mining,visual_grounding_or_mask_action;low_level_control;mid_level_skill_action,visual_target_localization;low_level_reactive_control,language_only_target_ambiguous,"Mining needs target localization, tool validity, and low-level interaction with the block."
mine_block:red_shulker_box,CrossAgent/STRL/data_processor/task_suc_rate.json,mining,visual_grounding_or_mask_action;low_level_control;mid_level_skill_action,visual_target_localization;low_level_reactive_control,language_only_target_ambiguous,"Mining needs target localization, tool validity, and low-level interaction with the block."
mine_block:red_stained_glass_pane,CrossAgent/STRL/data_processor/task_suc_rate.json,mining,visual_grounding_or_mask_action;low_level_control;mid_level_skill_action,visual_target_localization;low_level_reactive_control,language_only_target_ambiguous,"Mining needs target localization, tool validity, and low-level interaction with the block."
mine_block:red_terracotta,CrossAgent/STRL/data_processor/task_suc_rate.json,mining,visual_grounding_or_mask_action;low_level_control;mid_level_skill_action,visual_target_localization;low_level_reactive_control,language_only_target_ambiguous,"Mining needs target localization, tool validity, and low-level interaction with the block."
mine_block:red_tulip,CrossAgent/STRL/data_processor/task_suc_rate.json,mining,visual_grounding_or_mask_action;low_level_control;mid_level_skill_action,visual_target_localization;low_level_reactive_control,language_only_target_ambiguous,"Mining needs target localization, tool validity, and low-level interaction with the block."
mine_block:red_wool,CrossAgent/STRL/data_processor/task_suc_rate.json,mining,visual_grounding_or_mask_action;low_level_control;mid_level_skill_action,visual_target_localization;low_level_reactive_control,language_only_target_ambiguous,"Mining needs target localization, tool validity, and low-level interaction with the block."
mine_block:redstone_block,CrossAgent/STRL/data_processor/task_suc_rate.json,mining,visual_grounding_or_mask_action;low_level_control;mid_level_skill_action;memory_or_prerequisite_reasoning;dynamic_action_space_switching,visual_target_localization;low_level_reactive_control;inventory_or_tool_state,prerequisite_memory_missing,"Mining needs target localization, tool validity, and low-level interaction with the block."
mine_block:redstone_ore,CrossAgent/STRL/data_processor/task_suc_rate.json,mining,visual_grounding_or_mask_action;low_level_control;mid_level_skill_action;memory_or_prerequisite_reasoning;dynamic_action_space_switching,visual_target_localization;low_level_reactive_control;inventory_or_tool_state,prerequisite_memory_missing,"Mining needs target localization, tool validity, and low-level interaction with the block."
mine_block:redstone_torch,CrossAgent/STRL/data_processor/task_suc_rate.json,mining,visual_grounding_or_mask_action;low_level_control;mid_level_skill_action;memory_or_prerequisite_reasoning;dynamic_action_space_switching,visual_target_localization;low_level_reactive_control;inventory_or_tool_state,prerequisite_memory_missing,"Mining needs target localization, tool validity, and low-level interaction with the block."
mine_block:redstone_wall_torch,CrossAgent/STRL/data_processor/task_suc_rate.json,building_or_shelter,high_level_planning;memory_or_prerequisite_reasoning;mid_level_skill_action;visual_grounding_or_mask_action;low_level_control;dynamic_action_space_switching,long_horizon_planning;inventory_or_tool_state;visual_target_localization;low_level_reactive_control,mid_level_skill_missing_parameter,"Building/shelter tasks require layout planning, material state, placement geometry, and local control."
mine_block:redstone_wire,CrossAgent/STRL/data_processor/task_suc_rate.json,mining,visual_grounding_or_mask_action;low_level_control;mid_level_skill_action;memory_or_prerequisite_reasoning;dynamic_action_space_switching,visual_target_localization;low_level_reactive_control;inventory_or_tool_state,prerequisite_memory_missing,"Mining needs target localization, tool validity, and low-level interaction with the block."
mine_block:repeater,CrossAgent/STRL/data_processor/task_suc_rate.json,mining,visual_grounding_or_mask_action;low_level_control;mid_level_skill_action,visual_target_localization;low_level_reactive_control,language_only_target_ambiguous,"Mining needs target localization, tool validity, and low-level interaction with the block."
mine_block:respawn_anchor,CrossAgent/STRL/data_processor/task_suc_rate.json,mining,visual_grounding_or_mask_action;low_level_control;mid_level_skill_action,visual_target_localization;low_level_reactive_control,language_only_target_ambiguous,"Mining needs target localization, tool validity, and low-level interaction with the block."
mine_block:rose_bush,CrossAgent/STRL/data_processor/task_suc_rate.json,mining,visual_grounding_or_mask_action;low_level_control;mid_level_skill_action,visual_target_localization;low_level_reactive_control,language_only_target_ambiguous,"Mining needs target localization, tool validity, and low-level interaction with the block."
mine_block:sand,CrossAgent/STRL/data_processor/utils/task_list.json; CrossAgent/STRL/data_processor/task_suc_rate.json,mining,visual_grounding_or_mask_action;low_level_control;mid_level_skill_action,visual_target_localization;low_level_reactive_control,language_only_target_ambiguous,"Mining needs target localization, tool validity, and low-level interaction with the block."
mine_block:sandstone,CrossAgent/STRL/data_processor/task_suc_rate.json,mining,visual_grounding_or_mask_action;low_level_control;mid_level_skill_action,visual_target_localization;low_level_reactive_control,language_only_target_ambiguous,"Mining needs target localization, tool validity, and low-level interaction with the block."
mine_block:sandstone_slab,CrossAgent/STRL/data_processor/task_suc_rate.json,building_or_shelter,high_level_planning;memory_or_prerequisite_reasoning;mid_level_skill_action;visual_grounding_or_mask_action;low_level_control;dynamic_action_space_switching,long_horizon_planning;inventory_or_tool_state;visual_target_localization;low_level_reactive_control,mid_level_skill_missing_parameter,"Building/shelter tasks require layout planning, material state, placement geometry, and local control."
mine_block:sandstone_wall,CrossAgent/STRL/data_processor/task_suc_rate.json,building_or_shelter,high_level_planning;memory_or_prerequisite_reasoning;mid_level_skill_action;visual_grounding_or_mask_action;low_level_control;dynamic_action_space_switching,long_horizon_planning;inventory_or_tool_state;visual_target_localization;low_level_reactive_control,mid_level_skill_missing_parameter,"Building/shelter tasks require layout planning, material state, placement geometry, and local control."
mine_block:scaffolding,CrossAgent/STRL/data_processor/task_suc_rate.json,mining,visual_grounding_or_mask_action;low_level_control;mid_level_skill_action,visual_target_localization;low_level_reactive_control,language_only_target_ambiguous,"Mining needs target localization, tool validity, and low-level interaction with the block."
mine_block:sea_lantern,CrossAgent/STRL/data_processor/task_suc_rate.json,long_horizon_obtain,high_level_planning;memory_or_prerequisite_reasoning;mid_level_skill_action;visual_grounding_or_mask_action;low_level_control;dynamic_action_space_switching,long_horizon_planning;recipe_or_prerequisite;inventory_or_tool_state;memory_or_failure_trace;mixed,dynamic_switching_needed,"Long-horizon obtain tasks span prerequisites, search, crafting, tool use, and execution."
mine_block:sea_pickle,CrossAgent/STRL/data_processor/task_suc_rate.json,mining,visual_grounding_or_mask_action;low_level_control;mid_level_skill_action,visual_target_localization;low_level_reactive_control,language_only_target_ambiguous,"Mining needs target localization, tool validity, and low-level interaction with the block."
mine_block:seagrass,CrossAgent/STRL/data_processor/task_suc_rate.json,mining,visual_grounding_or_mask_action;low_level_control;mid_level_skill_action,visual_target_localization;low_level_reactive_control,language_only_target_ambiguous,"Mining needs target localization, tool validity, and low-level interaction with the block."
mine_block:shroomlight,CrossAgent/STRL/data_processor/task_suc_rate.json,mining,visual_grounding_or_mask_action;low_level_control;mid_level_skill_action,visual_target_localization;low_level_reactive_control,language_only_target_ambiguous,"Mining needs target localization, tool validity, and low-level interaction with the block."
mine_block:shulker_box,CrossAgent/STRL/data_processor/task_suc_rate.json,long_horizon_obtain,high_level_planning;memory_or_prerequisite_reasoning;mid_level_skill_action;visual_grounding_or_mask_action;low_level_control;dynamic_action_space_switching,long_horizon_planning;recipe_or_prerequisite;inventory_or_tool_state;memory_or_failure_trace;mixed,dynamic_switching_needed,"Long-horizon obtain tasks span prerequisites, search, crafting, tool use, and execution."
mine_block:slime_block,CrossAgent/STRL/data_processor/task_suc_rate.json,combat,visual_grounding_or_mask_action;low_level_control;dynamic_action_space_switching,visual_target_localization;low_level_reactive_control;navigation_or_exploration_state,dynamic_switching_needed,"Combat requires reactive control, target tracking, and switching between approach, attack, and retreat."
mine_block:smithing_table,CrossAgent/STRL/data_processor/task_suc_rate.json,mining,visual_grounding_or_mask_action;low_level_control;mid_level_skill_action,visual_target_localization;low_level_reactive_control,language_only_target_ambiguous,"Mining needs target localization, tool validity, and low-level interaction with the block."
mine_block:smoker,CrossAgent/STRL/data_processor/task_suc_rate.json,mining,visual_grounding_or_mask_action;low_level_control;mid_level_skill_action,visual_target_localization;low_level_reactive_control,language_only_target_ambiguous,"Mining needs target localization, tool validity, and low-level interaction with the block."
mine_block:smooth_sandstone,CrossAgent/STRL/data_processor/task_suc_rate.json,mining,visual_grounding_or_mask_action;low_level_control;mid_level_skill_action,visual_target_localization;low_level_reactive_control,language_only_target_ambiguous,"Mining needs target localization, tool validity, and low-level interaction with the block."
mine_block:smooth_sandstone_slab,CrossAgent/STRL/data_processor/task_suc_rate.json,building_or_shelter,high_level_planning;memory_or_prerequisite_reasoning;mid_level_skill_action;visual_grounding_or_mask_action;low_level_control;dynamic_action_space_switching,long_horizon_planning;inventory_or_tool_state;visual_target_localization;low_level_reactive_control,mid_level_skill_missing_parameter,"Building/shelter tasks require layout planning, material state, placement geometry, and local control."
mine_block:smooth_stone,CrossAgent/STRL/data_processor/task_suc_rate.json,mining,visual_grounding_or_mask_action;low_level_control;mid_level_skill_action;memory_or_prerequisite_reasoning;dynamic_action_space_switching,visual_target_localization;low_level_reactive_control;inventory_or_tool_state,prerequisite_memory_missing,"Mining needs target localization, tool validity, and low-level interaction with the block."
mine_block:smooth_stone_slab,CrossAgent/STRL/data_processor/task_suc_rate.json,building_or_shelter,high_level_planning;memory_or_prerequisite_reasoning;mid_level_skill_action;visual_grounding_or_mask_action;low_level_control;dynamic_action_space_switching,long_horizon_planning;inventory_or_tool_state;visual_target_localization;low_level_reactive_control,mid_level_skill_missing_parameter,"Building/shelter tasks require layout planning, material state, placement geometry, and local control."
mine_block:snow,CrossAgent/STRL/data_processor/task_suc_rate.json,mining,visual_grounding_or_mask_action;low_level_control;mid_level_skill_action,visual_target_localization;low_level_reactive_control,language_only_target_ambiguous,"Mining needs target localization, tool validity, and low-level interaction with the block."
mine_block:snow_block,CrossAgent/STRL/data_processor/task_suc_rate.json,mining,visual_grounding_or_mask_action;low_level_control;mid_level_skill_action,visual_target_localization;low_level_reactive_control,language_only_target_ambiguous,"Mining needs target localization, tool validity, and low-level interaction with the block."
mine_block:soul_fire,CrossAgent/STRL/data_processor/task_suc_rate.json,mining,visual_grounding_or_mask_action;low_level_control;mid_level_skill_action,visual_target_localization;low_level_reactive_control,language_only_target_ambiguous,"Mining needs target localization, tool validity, and low-level interaction with the block."
mine_block:soul_sand,CrossAgent/STRL/data_processor/task_suc_rate.json,mining,visual_grounding_or_mask_action;low_level_control;mid_level_skill_action,visual_target_localization;low_level_reactive_control,language_only_target_ambiguous,"Mining needs target localization, tool validity, and low-level interaction with the block."
mine_block:soul_soil,CrossAgent/STRL/data_processor/task_suc_rate.json,mining,visual_grounding_or_mask_action;low_level_control;mid_level_skill_action,visual_target_localization;low_level_reactive_control,language_only_target_ambiguous,"Mining needs target localization, tool validity, and low-level interaction with the block."
mine_block:soul_wall_torch,CrossAgent/STRL/data_processor/task_suc_rate.json,building_or_shelter,high_level_planning;memory_or_prerequisite_reasoning;mid_level_skill_action;visual_grounding_or_mask_action;low_level_control;dynamic_action_space_switching,long_horizon_planning;inventory_or_tool_state;visual_target_localization;low_level_reactive_control,mid_level_skill_missing_parameter,"Building/shelter tasks require layout planning, material state, placement geometry, and local control."
mine_block:spawner,CrossAgent/STRL/data_processor/task_suc_rate.json,mining,visual_grounding_or_mask_action;low_level_control;mid_level_skill_action,visual_target_localization;low_level_reactive_control,language_only_target_ambiguous,"Mining needs target localization, tool validity, and low-level interaction with the block."
mine_block:spruce_door,CrossAgent/STRL/data_processor/task_suc_rate.json,building_or_shelter,high_level_planning;memory_or_prerequisite_reasoning;mid_level_skill_action;visual_grounding_or_mask_action;low_level_control;dynamic_action_space_switching,long_horizon_planning;inventory_or_tool_state;visual_target_localization;low_level_reactive_control,mid_level_skill_missing_parameter,"Building/shelter tasks require layout planning, material state, placement geometry, and local control."
mine_block:spruce_fence,CrossAgent/STRL/data_processor/task_suc_rate.json,building_or_shelter,high_level_planning;memory_or_prerequisite_reasoning;mid_level_skill_action;visual_grounding_or_mask_action;low_level_control;dynamic_action_space_switching,long_horizon_planning;inventory_or_tool_state;visual_target_localization;low_level_reactive_control,mid_level_skill_missing_parameter,"Building/shelter tasks require layout planning, material state, placement geometry, and local control."
mine_block:spruce_fence_gate,CrossAgent/STRL/data_processor/task_suc_rate.json,building_or_shelter,high_level_planning;memory_or_prerequisite_reasoning;mid_level_skill_action;visual_grounding_or_mask_action;low_level_control;dynamic_action_space_switching,long_horizon_planning;inventory_or_tool_state;visual_target_localization;low_level_reactive_control,mid_level_skill_missing_parameter,"Building/shelter tasks require layout planning, material state, placement geometry, and local control."
mine_block:spruce_leaves,CrossAgent/STRL/data_processor/task_suc_rate.json,mining,visual_grounding_or_mask_action;low_level_control;mid_level_skill_action,visual_target_localization;low_level_reactive_control,language_only_target_ambiguous,"Mining needs target localization, tool validity, and low-level interaction with the block."
mine_block:spruce_log,CrossAgent/STRL/data_processor/task_suc_rate.json,mining,visual_grounding_or_mask_action;low_level_control;mid_level_skill_action,visual_target_localization;low_level_reactive_control,language_only_target_ambiguous,"Mining needs target localization, tool validity, and low-level interaction with the block."
mine_block:spruce_planks,CrossAgent/STRL/data_processor/task_suc_rate.json,building_or_shelter,high_level_planning;memory_or_prerequisite_reasoning;mid_level_skill_action;visual_grounding_or_mask_action;low_level_control;dynamic_action_space_switching,long_horizon_planning;inventory_or_tool_state;visual_target_localization;low_level_reactive_control,mid_level_skill_missing_parameter,"Building/shelter tasks require layout planning, material state, placement geometry, and local control."
mine_block:spruce_pressure_plate,CrossAgent/STRL/data_processor/task_suc_rate.json,mining,visual_grounding_or_mask_action;low_level_control;mid_level_skill_action,visual_target_localization;low_level_reactive_control,language_only_target_ambiguous,"Mining needs target localization, tool validity, and low-level interaction with the block."
mine_block:spruce_sapling,CrossAgent/STRL/data_processor/task_suc_rate.json,mining,visual_grounding_or_mask_action;low_level_control;mid_level_skill_action,visual_target_localization;low_level_reactive_control,language_only_target_ambiguous,"Mining needs target localization, tool validity, and low-level interaction with the block."
mine_block:spruce_sign,CrossAgent/STRL/data_processor/task_suc_rate.json,mining,visual_grounding_or_mask_action;low_level_control;mid_level_skill_action,visual_target_localization;low_level_reactive_control,language_only_target_ambiguous,"Mining needs target localization, tool validity, and low-level interaction with the block."
mine_block:spruce_slab,CrossAgent/STRL/data_processor/task_suc_rate.json,building_or_shelter,high_level_planning;memory_or_prerequisite_reasoning;mid_level_skill_action;visual_grounding_or_mask_action;low_level_control;dynamic_action_space_switching,long_horizon_planning;inventory_or_tool_state;visual_target_localization;low_level_reactive_control,mid_level_skill_missing_parameter,"Building/shelter tasks require layout planning, material state, placement geometry, and local control."
mine_block:spruce_stairs,CrossAgent/STRL/data_processor/task_suc_rate.json,building_or_shelter,high_level_planning;memory_or_prerequisite_reasoning;mid_level_skill_action;visual_grounding_or_mask_action;low_level_control;dynamic_action_space_switching,long_horizon_planning;inventory_or_tool_state;visual_target_localization;low_level_reactive_control,mid_level_skill_missing_parameter,"Building/shelter tasks require layout planning, material state, placement geometry, and local control."
mine_block:spruce_trapdoor,CrossAgent/STRL/data_processor/task_suc_rate.json,building_or_shelter,high_level_planning;memory_or_prerequisite_reasoning;mid_level_skill_action;visual_grounding_or_mask_action;low_level_control;dynamic_action_space_switching,long_horizon_planning;inventory_or_tool_state;visual_target_localization;low_level_reactive_control,mid_level_skill_missing_parameter,"Building/shelter tasks require layout planning, material state, placement geometry, and local control."
mine_block:spruce_wall_sign,CrossAgent/STRL/data_processor/task_suc_rate.json,building_or_shelter,high_level_planning;memory_or_prerequisite_reasoning;mid_level_skill_action;visual_grounding_or_mask_action;low_level_control;dynamic_action_space_switching,long_horizon_planning;inventory_or_tool_state;visual_target_localization;low_level_reactive_control,mid_level_skill_missing_parameter,"Building/shelter tasks require layout planning, material state, placement geometry, and local control."
mine_block:spruce_wood,CrossAgent/STRL/data_processor/task_suc_rate.json,mining,visual_grounding_or_mask_action;low_level_control;mid_level_skill_action,visual_target_localization;low_level_reactive_control,language_only_target_ambiguous,"Mining needs target localization, tool validity, and low-level interaction with the block."
mine_block:sticky_piston,CrossAgent/STRL/data_processor/task_suc_rate.json,mining,visual_grounding_or_mask_action;low_level_control;mid_level_skill_action,visual_target_localization;low_level_reactive_control,language_only_target_ambiguous,"Mining needs target localization, tool validity, and low-level interaction with the block."
mine_block:stone,CrossAgent/STRL/data_processor/task_suc_rate.json,mining,visual_grounding_or_mask_action;low_level_control;mid_level_skill_action;memory_or_prerequisite_reasoning;dynamic_action_space_switching,visual_target_localization;low_level_reactive_control;inventory_or_tool_state,prerequisite_memory_missing,"Mining needs target localization, tool validity, and low-level interaction with the block."
mine_block:stone_brick_slab,CrossAgent/STRL/data_processor/task_suc_rate.json,building_or_shelter,high_level_planning;memory_or_prerequisite_reasoning;mid_level_skill_action;visual_grounding_or_mask_action;low_level_control;dynamic_action_space_switching,long_horizon_planning;inventory_or_tool_state;visual_target_localization;low_level_reactive_control,mid_level_skill_missing_parameter,"Building/shelter tasks require layout planning, material state, placement geometry, and local control."
mine_block:stone_brick_stairs,CrossAgent/STRL/data_processor/task_suc_rate.json,building_or_shelter,high_level_planning;memory_or_prerequisite_reasoning;mid_level_skill_action;visual_grounding_or_mask_action;low_level_control;dynamic_action_space_switching,long_horizon_planning;inventory_or_tool_state;visual_target_localization;low_level_reactive_control,mid_level_skill_missing_parameter,"Building/shelter tasks require layout planning, material state, placement geometry, and local control."
mine_block:stone_brick_wall,CrossAgent/STRL/data_processor/task_suc_rate.json,building_or_shelter,high_level_planning;memory_or_prerequisite_reasoning;mid_level_skill_action;visual_grounding_or_mask_action;low_level_control;dynamic_action_space_switching,long_horizon_planning;inventory_or_tool_state;visual_target_localization;low_level_reactive_control,mid_level_skill_missing_parameter,"Building/shelter tasks require layout planning, material state, placement geometry, and local control."
mine_block:stone_bricks,CrossAgent/STRL/data_processor/task_suc_rate.json,mining,visual_grounding_or_mask_action;low_level_control;mid_level_skill_action;memory_or_prerequisite_reasoning;dynamic_action_space_switching,visual_target_localization;low_level_reactive_control;inventory_or_tool_state,prerequisite_memory_missing,"Mining needs target localization, tool validity, and low-level interaction with the block."
mine_block:stone_button,CrossAgent/STRL/data_processor/task_suc_rate.json,mining,visual_grounding_or_mask_action;low_level_control;mid_level_skill_action;memory_or_prerequisite_reasoning;dynamic_action_space_switching,visual_target_localization;low_level_reactive_control;inventory_or_tool_state,prerequisite_memory_missing,"Mining needs target localization, tool validity, and low-level interaction with the block."
mine_block:stone_pressure_plate,CrossAgent/STRL/data_processor/task_suc_rate.json,mining,visual_grounding_or_mask_action;low_level_control;mid_level_skill_action;memory_or_prerequisite_reasoning;dynamic_action_space_switching,visual_target_localization;low_level_reactive_control;inventory_or_tool_state,prerequisite_memory_missing,"Mining needs target localization, tool validity, and low-level interaction with the block."
mine_block:stone_slab,CrossAgent/STRL/data_processor/task_suc_rate.json,building_or_shelter,high_level_planning;memory_or_prerequisite_reasoning;mid_level_skill_action;visual_grounding_or_mask_action;low_level_control;dynamic_action_space_switching,long_horizon_planning;inventory_or_tool_state;visual_target_localization;low_level_reactive_control,mid_level_skill_missing_parameter,"Building/shelter tasks require layout planning, material state, placement geometry, and local control."
mine_block:stone_stairs,CrossAgent/STRL/data_processor/task_suc_rate.json,building_or_shelter,high_level_planning;memory_or_prerequisite_reasoning;mid_level_skill_action;visual_grounding_or_mask_action;low_level_control;dynamic_action_space_switching,long_horizon_planning;inventory_or_tool_state;visual_target_localization;low_level_reactive_control,mid_level_skill_missing_parameter,"Building/shelter tasks require layout planning, material state, placement geometry, and local control."
